candidate_webname,state_postal,cd,cand_party,year,web_score,FECCandID,bioguide_id
Meg Gorman,TN,3,Democrat,2022,-0.96001431,H2TN03219,NA
Sandy Casey,TN,3,Republican,2022,0.8112105,H2TN03243,NA
Scott DesJarlais,TN,4,Republican,2018,1.030068507,H0TN04195,D000616
Christopher J. Hale,TN,4,Democrat,2018,-0.502911748,H8TN04107,NA
Jack Maddux,TN,4,Republican,2018,1.193415979,H8TN04081,NA
Mariah Phillips,TN,4,Democrat,2018,-0.149693562,H8TN04099,NA
Steven Reynolds,TN,4,Democrat,2018,-0.586718865,H6TN04200,NA
Noelle Lydia Bivens,TN,4,Democrat,2020,-1.2967468,H0TN04278,NA
Scott DesJarlais,TN,4,Republican,2020,0.861030122,H0TN04195,D000616
Christopher J. Hale,TN,4,Democrat,2020,-0.45428664,H8TN04107,NA
Doug Norville Meyer,TN,4,Republican,2020,NA,H0TN04260,NA
Randy Sharp,TN,4,Republican,2020,0.724536422,H0TN04294,NA
Arnold J. White,TN,4,Democrat,2022,NA,NA,NA
Scott DesJarlais,TN,4,Republican,2022,1.075663527,H0TN04195,D000616
Wayne Steele,TN,4,Democrat,2022,-0.303876278,H8TN04123,NA
Jody Ball,TN,5,Republican,2018,0.381584769,H6TN05314,NA
Jim Cooper,TN,5,Democrat,2018,0.02392543,H2TN05131,C000754
Glen Dean,TN,5,Republican,2018,0.722534217,H8TN05294,NA
Jim Cooper,TN,5,Democrat,2020,-0.731465522,H2TN05131,C000754
Keeda J. Haynes,TN,5,Democrat,2020,-1.313188134,H0TN05382,NA
Joshua Rawlings,TN,5,Democrat,2020,-0.743181577,H0TN05317,NA
Andy Ogles,TN,5,Republican,2022,1.289488333,H2TN05446,O000175
Beth Harwell,TN,5,Republican,2022,NA,H2TN05404,NA
Geni Batchelor,TN,5,Republican,2022,NA,H2TN05396,NA
Heidi Campbell,TN,5,Democrat,2022,NA,H2TN05438,NA
Jeff Beierlein,TN,5,Republican,2022,0.960677595,H2TN05479,NA
Kurt Winstead,TN,5,Republican,2022,NA,H2TN05370,NA
Natisha Brooks,TN,5,Republican,2022,-0.194656628,H2TN05347,NA
Stewart T. Parks,TN,5,Republican,2022,0.865840124,H2TN05461,NA
Timothy Bruce Lee,TN,5,Republican,2022,NA,H2TN05420,NA
Tres Wittum,TN,5,Republican,2022,NA,H2TN05453,NA
Dawn Barlow,TN,6,Democrat,2018,-0.729064477,H8TN06128,NA
Bob Corlew,TN,6,Republican,2018,1.45296998,H8TN06102,NA
Christopher Martin Finley,TN,6,Democrat,2018,NA,H0TN06364,NA
Peter Heffernan,TN,6,Democrat,2018,NA,H8TN06177,NA
Judd Matheny,TN,6,Republican,2018,1.520137113,H8TN06086,NA
Christopher Monday,TN,6,Republican,2018,0.675985526,H8TN06078,NA
John Rose,TN,6,Republican,2018,1.442795519,H8TN06094,R000612
Lavern Vivio,TN,6,Republican,2018,0.807409548,H8TN06151,NA
Merrilee Wineinger,TN,6,Democrat,2018,-0.495886586,H8TN06144,NA
Christopher Martin Finley,TN,6,Democrat,2020,NA,H0TN06364,NA
John Rose,TN,6,Republican,2020,1.498862552,H8TN06094,R000612
Clay Faircloth,TN,6,Democrat,2022,-0.086781655,NA,NA
John Rose,TN,6,Republican,2022,1.401883784,H8TN06094,R000612
Randal Cooper,TN,6,Democrat,2022,-0.126884878,H2TN06162,NA
Mark E Green,TN,7,Republican,2018,1.036973298,H8TN07076,G000590
Justin Kanew,TN,7,Democrat,2018,-0.751647495,H8TN07068,NA
Matt Reel,TN,7,Democrat,2018,0.058652576,H8TN07100,NA
Mark E Green,TN,7,Republican,2020,1.151358748,H8TN07076,G000590
Kiran Sreepada,TN,7,Democrat,2020,-0.83128356,H0TN07255,NA
Mark E Green,TN,7,Republican,2022,1.187998083,H8TN07076,G000590
Odessa Kelly,TN,7,Democrat,2022,-1.249631285,H2TN05305,NA
John Boatner,TN,8,Democrat,2018,-0.780535353,H8TN08108,NA
George Flinn Jr,TN,8,Republican,2018,1.258879935,H6TN08169,NA
David Kustoff,TN,8,Republican,2018,0.941794176,H2TN07103,K000392
Colleen Owens,TN,8,Republican,2018,0.845738126,H8TN08116,NA
Erika Stotts Pearson,TN,8,Democrat,2018,-0.641767469,H6TN08250,NA
David Kustoff,TN,8,Republican,2020,0.958873292,H2TN07103,K000392
Erika Stotts Pearson,TN,8,Democrat,2020,NA,H6TN08250,NA
Lawrence A. Pivnick,TN,8,Democrat,2020,-0.820316137,H4TN08065,NA
Hollis W. Skinner,TN,8,Democrat,2020,NA,H0TN08345,NA
Savannah Williamson,TN,8,Democrat,2020,NA,NA,NA
Bob Hendry,TN,8,Republican,2022,NA,H2TN08150,NA
Danny Ray Bridger Jr,TN,8,Republican,2022,0.960511206,NA,NA
David Kustoff,TN,8,Republican,2022,1.075228185,H2TN07103,K000392
Gary Dean Clouse,TN,8,Republican,2022,0.84625644,H2TN08168,NA
Lynnette P. Williams,TN,8,Democrat,2022,NA,H2TN08184,NA
Tim McDonald,TN,8,Democrat,2022,NA,NA,NA
Charlotte Bergmann,TN,9,Republican,2018,0.009463459,H8TN09114,NA
Stephen I. Cohen,TN,9,Democrat,2018,NA,H6TN09068,C001068
Isaac Richmond,TN,9,Democrat,2018,NA,NA,NA
Kasandra Smith,TN,9,Democrat,2018,NA,H8TN09106,NA
Leo AwGoWhat,TN,9,Democrat,2020,NA,H8TN09122,NA
Charlotte Bergmann,TN,9,Republican,2020,NA,H8TN09114,NA
Stephen I. Cohen,TN,9,Democrat,2020,-0.794141999,H6TN09068,C001068
Corey O. Strong,TN,9,Democrat,2020,-0.701206926,H0TN09129,NA
Brown Dudley,TN,9,Republican,2022,-0.186346888,H2TN09216,NA
Charlotte Bergmann,TN,9,Republican,2022,0.305627088,H0TN09061,NA
Leo AwGoWhat,TN,9,Republican,2022,NA,NA,NA
M. Latroy Alexandria-Williams,TN,9,Democrat,2022,NA,NA,NA
Stephen I. Cohen,TN,9,Democrat,2022,-0.16826078,H6TN09068,C001068
Brent Beal,TX,1,Democrat,2018,-0.7349348,H8TX01044,NA
Anthony Culler,TX,1,Republican,2018,NA,NA,NA
Louie Gohmert,TX,1,Republican,2018,1.316133852,H4TX04039,G000552
Shirley McKellar,TX,1,Democrat,2018,0.443739123,H2TX01062,NA
Roshin Rowjee,TX,1,Republican,2018,NA,NA,NA
Johnathan Kyle Davidson,TX,1,Republican,2020,-0.090352403,H0TX01124,NA
Hank Gilbert,TX,1,Democrat,2020,-0.526288205,H0TX01108,NA
Louie Gohmert,TX,1,Republican,2020,NA,H4TX04039,G000552
Aditya Atholi,TX,1,Republican,2022,1.163371896,H2TX01104,NA
Gavin Dass,TX,1,Democrat,2022,-0.376361382,H2TX01138,NA
Joe McDaniel,TX,1,Republican,2022,1.082410315,H2TX01120,NA
John Porro,TX,1,Republican,2022,1.187202669,H2TX32125,NA
Jrmar Jefferson,TX,1,Democrat,2022,NA,H2TX01146,NA
Nathaniel Moran,TX,1,Republican,2022,1.339803283,H2TX01112,M001224
Stephen Kocen,TX,1,Democrat,2022,-0.891761583,H2TX01153,NA
Victor Dunn,TX,1,Democrat,2022,NA,NA,NA
John Cook,TX,10,Republican,2018,NA,NA,NA
Richie DeGrow,TX,10,Democrat,2018,-0.80805268,H8TX10094,NA
Madeline Eden,TX,10,Democrat,2018,-0.50508283,H8TX10128,NA
Matt Harris,TX,10,Democrat,2018,-0.540932058,H8TX10144,NA
Michael McCaul,TX,10,Republican,2018,0.628235106,H4TX10093,M001157
Kevin Nelson,TX,10,Democrat,2018,-0.666668222,H8TX10136,NA
Mike Siegel,TX,10,Democrat,2018,-0.799352836,H8TX10110,NA
Tami Walker,TX,10,Democrat,2018,-0.980926291,H8TX10102,NA
Tawana Walter-Cadien,TX,10,Democrat,2018,0.213920767,H2TX10113,NA
Pritesh Gandhi,TX,10,Democrat,2020,-0.980499628,H0TX10216,NA
Shannon Hutcheson,TX,10,Democrat,2020,-0.918348053,H8TX10185,NA
Michael McCaul,TX,10,Republican,2020,0.174063149,H4TX10093,M001157
Mike Siegel,TX,10,Democrat,2020,-0.937638255,H0TX10208,NA
Linda Nuno,TX,10,Democrat,2022,NA,H2TX21201,NA
Michael McCaul,TX,10,Republican,2022,1.259481033,H4TX10093,M001157
Mike Conaway,TX,11,Republican,2018,0.773733913,H4TX19136,C001062
Jennie Lou Leeder,TX,11,Democrat,2018,-0.084361467,H8TX11100,NA
Paul Myers,TX,11,Republican,2018,1.378848543,H8TX11134,NA
Eric Pfalzgraf,TX,11,Democrat,2018,NA,H8TX11118,NA
Gene Barber,TX,11,Republican,2020,NA,H0TX11313,NA
Brandon Batch,TX,11,Republican,2020,1.420964635,H0TX11263,NA
James Berryhill,TX,11,Republican,2020,0.828911994,H0TX11248,NA
James David Faircloth,TX,11,Republican,2020,NA,H0TX11271,NA
Casey Gray,TX,11,Republican,2020,0.516206773,H0TX11305,NA
Jon Mark Hogg,TX,11,Democrat,2020,-0.320949024,H0TX11198,NA
J. Ross Lacy,TX,11,Republican,2020,1.662122796,H0TX11172,NA
Ned Luscombe,TX,11,Republican,2020,0.742316626,H0TX11206,NA
August Pfluger,TX,11,Republican,2020,1.606797497,H0TX11230,P000048
Robert W. Tucker,TX,11,Republican,2020,1.436184429,H0TX11255,NA
Wesley Virdell,TX,11,Republican,2020,1.566499697,H0TX11222,NA
August Pfluger,TX,11,Republican,2022,0.690864979,H0TX11230,P000048
Vanessa Adia,TX,12,Democrat,2018,-0.699392472,H8TX12074,NA
Kay Granger,TX,12,Republican,2018,1.330147064,H6TX12060,G000377
Danny Anderson,TX,12,Democrat,2020,NA,H0TX12253,NA
Kay Granger,TX,12,Republican,2020,1.143970864,H6TX12060,G000377
Chris Putnam,TX,12,Republican,2020,NA,H0TX12246,NA
Lisa Welch,TX,12,Democrat,2020,-0.958995387,H0TX12238,NA
Alysia Rieg,TX,12,Republican,2022,NA,H2TX12119,NA
Kay Granger,TX,12,Republican,2022,1.135021185,H6TX12060,G000377
Ryan Catala,TX,12,Republican,2022,NA,H2TX12101,NA
Trey Hunt,TX,12,Democrat,2022,NA,H2TX12085,NA
Greg Sagan,TX,13,Democrat,2018,0.088263423,H8TX13163,NA
Mac Thornberry,TX,13,Republican,2018,NA,H4TX13014,T000238
Catherine Carr,TX,13,Republican,2020,NA,NA,NA
Jamie Culley,TX,13,Republican,2020,0.381556038,H0TX13160,NA
Chris Ekstrom,TX,13,Republican,2020,1.662960147,H0TX13137,NA
Jason Foglesong,TX,13,Republican,2020,0.676443349,H0TX13251,NA
Timothy W. Gassaway,TX,13,Democrat,2020,0.089207445,H0TX13236,NA
Lee Harvey,TX,13,Republican,2020,0.083216132,H0TX13244,NA
Elaine Hays,TX,13,Republican,2020,1.077081531,H0TX13145,NA
Richard Herman,TX,13,Republican,2020,0.490360479,H0TX13178,NA
Ronny Jackson,TX,13,Republican,2020,1.55613795,H0TX13228,J000304
Diane Knowlton,TX,13,Republican,2020,0.72520456,H0TX13194,NA
Matt McArthur,TX,13,Republican,2020,0.168023982,H0TX13269,NA
Mark Neese,TX,13,Republican,2020,0.163922045,H0TX13210,NA
Asusena Resendiz,TX,13,Republican,2020,NA,H0TX13186,NA
Greg Sagan,TX,13,Democrat,2020,0.127047081,H8TX13163,NA
Vance Neal II Snider,TX,13,Republican,2020,0.854208474,H0TX13103,NA
Gus Trujillo,TX,13,Democrat,2020,NA,H0TX13152,NA
Josh Winegarner,TX,13,Republican,2020,NA,H0TX13129,NA
Monique Worthy,TX,13,Republican,2020,1.31573853,H0TX13111,NA
Kathleen Brown,TX,13,Democrat,2022,0.131150649,H2TX13117,NA
Ronny Jackson,TX,13,Republican,2022,1.367916393,H0TX13228,J000304
Levy Barnes Jr,TX,14,Democrat,2018,NA,H8TX14138,NA
Adrienne Bell,TX,14,Democrat,2018,-0.374710015,H8TX14120,NA
Keith Casey,TX,14,Republican,2018,NA,NA,NA
Bill Sargent,TX,14,Republican,2018,0.689903079,H8TX14153,NA
Randy Weber,TX,14,Republican,2018,NA,H2TX14149,W000814
Sanjanetta Barnes,TX,14,Democrat,2020,-0.699838247,H0TX14176,NA
Adrienne Bell,TX,14,Democrat,2020,-1.081919872,H8TX14120,NA
Eddie Fisher,TX,14,Democrat,2020,-0.342456149,H0TX14226,NA
Joshua Foxworth,TX,14,Republican,2020,0.328766358,H0TX14192,NA
Robert Thomas,TX,14,Democrat,2020,0.009829728,H0TX14184,NA
Randy Weber,TX,14,Republican,2020,NA,H2TX14149,W000814
Mikal Williams,TX,14,Democrat,2020,-0.025424429,H0TX14218,NA
Eugene Howard,TX,14,Democrat,2022,-0.680221894,NA,NA
Keith Casey,TX,14,Republican,2022,NA,NA,NA
Mikal Williams,TX,14,Democrat,2022,-0.511382355,H0TX14218,NA
Randy Weber,TX,14,Republican,2022,0.290834592,H2TX14149,W000814
Ruben Landon Dante,TX,14,Republican,2022,NA,H2TX14198,NA
Vicente Gonzalez,TX,15,Democrat,2018,-0.221911943,H6TX15162,G000581
Tim Westley,TX,15,Republican,2018,0.921909208,H6TX15204,NA
Monica De La Cruz,TX,15,Republican,2020,1.266771648,H0TX15124,NA
Vicente Gonzalez,TX,15,Democrat,2020,-0.107767303,H6TX15162,G000581
Ryan Krause,TX,15,Republican,2020,1.163639701,H0TX15108,NA
Tim Westley,TX,15,Republican,2020,0.312143162,H6TX15204,NA
Aizar Cavazos,TX,15,Republican,2022,NA,NA,NA
Angela Juarez,TX,15,Republican,2022,NA,H2TX15211,NA
Eliza Alvarado,TX,15,Democrat,2022,-0.757916151,H2TX15146,NA
John Lerma,TX,15,Republican,2022,NA,NA,NA
John Villarreal Rigney,TX,15,Democrat,2022,-0.078327133,H2TX15195,NA
Julio Garza,TX,15,Democrat,2022,-0.759190252,NA,NA
Mauro Garza,TX,15,Republican,2022,1.784916961,H8TX21331,NA
Michelle Vallejo,TX,15,Democrat,2022,-1.279818985,H2TX15203,NA
Monica De La Cruz,TX,15,Republican,2022,1.405368761,H0TX15124,D000594
Ruben Ramirez,TX,15,Democrat,2022,-0.286384315,H2TX15138,NA
Ryan Krause,TX,15,Republican,2022,1.134729578,H0TX15108,NA
Sara Canady,TX,15,Republican,2022,1.415975777,H2TX15187,NA
Steve Schmuker Jr.,TX,15,Republican,2022,NA,NA,NA
Vanessa Stephanie Tijerina,TX,15,Democrat,2022,NA,H6TX15220,NA
Vangela Churchill,TX,15,Republican,2022,1.134228516,H2TX15237,NA
John Carrillo,TX,16,Democrat,2018,-0.193023073,H8TX16117,NA
Norma Chavez,TX,16,Democrat,2018,NA,H8TX16141,NA
Veronica Escobar,TX,16,Democrat,2018,-0.148160533,H8TX16109,E000299
Dori Fenenbock,TX,16,Democrat,2018,-0.089046419,H8TX16083,NA
Alia Garcia,TX,16,Republican,2018,NA,H8TX16125,NA
Enrique Garcia,TX,16,Democrat,2018,0.093600276,H8TX16091,NA
Rick Seeberger,TX,16,Republican,2018,NA,H8TX16133,NA
Jerome Tilghman,TX,16,Democrat,2018,-0.337812154,H2TX16227,NA
Anthony Aguero,TX,16,Republican,2020,0.647171154,H0TX16098,NA
Irene Armendariz Jackson,TX,16,Republican,2020,NA,H0TX16106,NA
Jaime Arriola Jr.,TX,16,Republican,2020,-0.461705105,H0TX16114,NA
Veronica Escobar,TX,16,Democrat,2020,-0.216919697,H8TX16109,E000299
Patrick Hernandez-Cigarruista,TX,16,Republican,2020,NA,H0TX16130,NA
Blanca Ortiz Trout,TX,16,Republican,2020,NA,H0TX16122,NA
Sam Williams,TX,16,Republican,2020,-0.122252405,H8TX16166,NA
Deliris Montanez Berrios,TX,16,Democrat,2022,0.05124405,H2TX16250,NA
Irene Armendariz Jackson,TX,16,Republican,2022,1.437094506,H0TX16106,NA
Veronica Escobar,TX,16,Democrat,2022,-0.209335517,H8TX16109,E000299
Bill Flores,TX,17,Republican,2018,NA,H0TX17104,F000461
Rick Kennedy,TX,17,Democrat,2018,-0.533459192,H8TX17149,NA
Dale Matney,TX,17,Democrat,2018,-0.516512125,H8TX17131,NA
Ahmad Adnan,TX,17,Republican,2020,-0.38936988,H0TX17146,NA
Scott Bland,TX,17,Republican,2020,NA,H0TX17161,NA
William A. Foster III,TX,17,Democrat,2020,-0.581848693,H0TX17229,NA
George W. Hindman,TX,17,Republican,2020,1.072032868,H0TX17153,NA
David Jaramillo,TX,17,Democrat,2020,-0.367885844,H0TX17138,NA
Rick Kennedy,TX,17,Democrat,2020,-0.914077805,H8TX17149,NA
Todd Kent,TX,17,Republican,2020,0.298565885,H0TX17187,NA
Laurie Godfrey McReynolds,TX,17,Republican,2020,NA,H0TX17237,NA
Jeffrey Oppenheim,TX,17,Republican,2020,NA,H0TX17211,NA
Kristen Alamo Rowin,TX,17,Republican,2020,0.411461429,H0TX17245,NA
David Saucedo,TX,17,Republican,2020,NA,H0TX17203,NA
Pete Sessions,TX,17,Republican,2020,0.300895674,H2TX03126,S000250
Trent Sutton,TX,17,Republican,2020,0.755745698,H0TX17120,NA
Renee Swann,TX,17,Republican,2020,NA,H0TX17195,NA
Elianor Vessali,TX,17,Republican,2020,1.438057006,H0TX17179,NA
Jason Nelson,TX,17,Republican,2022,1.425823753,H2TX17092,NA
Mary Jo Woods,TX,17,Democrat,2022,-0.740937994,H2TX17084,NA
Paulette Carson,TX,17,Republican,2022,1.134777333,H2TX08216,NA
Pete Sessions,TX,17,Republican,2022,1.360413107,H2TX03126,S000250
Rob Rosenberger,TX,17,Republican,2022,1.127254569,H2TX17100,NA
Richard Johnson,TX,18,Democrat,2018,-0.668630326,NA,NA
Sheila Jackson Lee,TX,18,Democrat,2018,-0.612462745,H4TX18054,J000032
Ava Reynero Pate,TX,18,Republican,2018,1.370036631,H6TX18158,NA
Michael Allen,TX,18,Democrat,2020,NA,H0TX18326,NA
Donovan Boson,TX,18,Democrat,2020,-0.987510948,H0TX18359,NA
Robert M. Cadena,TX,18,Republican,2020,0.425666178,H0TX18334,NA
Wendell Champion,TX,18,Republican,2020,0.266290403,H0TX18292,NA
Marc Flores,TX,18,Democrat,2020,-0.949051046,H0TX18268,NA
Jerry Ford Sr.,TX,18,Democrat,2020,-0.473010343,H0TX18284,NA
Truly Heiskell,TX,18,Republican,2020,0.537921021,H0TX18367,NA
Sheila Jackson Lee,TX,18,Democrat,2020,-1.035396179,H4TX18054,J000032
T.C. Manning,TX,18,Republican,2020,0.97082736,NA,NA
Nathan J. Milliron,TX,18,Republican,2020,NA,H0TX18318,NA
Stevens Orozco,TX,18,Democrat,2020,-1.249741216,H0TX18250,NA
Ava Reynero Pate,TX,18,Republican,2020,NA,H6TX18158,NA
Bimal Patel,TX,18,Democrat,2020,-0.799153394,H0TX18243,NA
Carmen Maria Montiel,TX,18,Republican,2022,NA,H2TX18207,NA
Sheila Jackson Lee,TX,18,Democrat,2022,-0.18696189,H4TX18054,J000032
Jodey C. Arrington,TX,19,Republican,2018,1.451935063,H6TX19099,A000375
Miguel Levario,TX,19,Democrat,2018,-0.373121727,H8TX19111,NA
Jodey C. Arrington,TX,19,Republican,2020,1.321551008,H6TX19099,A000375
Vance W. Boyd,TX,19,Republican,2020,NA,H0TX19084,NA
Thomas W Watson,TX,19,Democrat,2020,NA,H0TX19068,NA
Jodey C. Arrington,TX,19,Republican,2022,0.878985714,H6TX19099,A000375
David Balat,TX,2,Republican,2018,1.303138268,H8TX07082,NA
Dan Crenshaw,TX,2,Republican,2018,0.562884238,H8TX02166,C001120
Jonny Havens,TX,2,Republican,2018,1.30066624,H8TX02182,NA
J Darnell Jones,TX,2,Democrat,2018,NA,H8TX02091,NA
Ali Khorasani,TX,2,Democrat,2018,-0.824430284,H8TX02083,NA
Todd Litton,TX,2,Democrat,2018,-0.769883965,H8TX02067,NA
Justin Lurie,TX,2,Republican,2018,0.811119331,H8TX02190,NA
Silky Malik,TX,2,Democrat,2018,-0.634440663,H8TX02158,NA
HP Parvizian,TX,2,Democrat,2018,-0.064450576,H8TX02174,NA
Kevin Roberts,TX,2,Republican,2018,1.526349764,H8TX02117,NA
Jon Spiers,TX,2,Republican,2018,0.796408996,H8TX02208,NA
Rick Walker,TX,2,Republican,2018,0.931523701,H8TX02125,NA
Kathaleen Wall,TX,2,Republican,2018,1.181208643,H8TX02141,NA
Malcolm Whittaker,TX,2,Republican,2018,0.398709618,H8TX02109,NA
Dan Crenshaw,TX,2,Republican,2020,0.592686882,H8TX02166,C001120
Sima Ladjevardian,TX,2,Democrat,2020,NA,H0TX02106,NA
Travis Olsen,TX,2,Democrat,2020,NA,H0TX02098,NA
Dan Crenshaw,TX,2,Republican,2022,0.312933557,H8TX02166,C001120
Jameson Ellis,TX,2,Republican,2022,1.312975329,H2TX08158,NA
Martin Etwop,TX,2,Republican,2022,1.52595365,H2TX08232,NA
Milam Langella,TX,2,Republican,2022,0.356714285,H2TX02417,NA
Robin Fulford,TX,2,Democrat,2022,NA,H2TX02383,NA
Joaquin Castro,TX,20,Democrat,2018,NA,H2TX35011,C001091
Gary Allen,TX,20,Republican,2020,NA,H0TX20173,NA
Joaquin Castro,TX,20,Democrat,2020,0.246687056,H2TX35011,C001091
Dominick Dina,TX,20,Republican,2020,NA,H0TX20132,NA
Mauro Garza,TX,20,Republican,2020,1.649431547,H8TX21331,NA
Robert Hostetler,TX,20,Democrat,2020,0.12191793,H8TX20143,NA
Anita Kegley,TX,20,Republican,2020,NA,H0TX20140,NA
Justin Lecea,TX,20,Democrat,2020,-0.845402617,H0TX20116,NA
Tammy K. Orta,TX,20,Republican,2020,0.316715538,H0TX20181,NA
Joaquin Castro,TX,20,Democrat,2022,0.347863856,H2TX35011,C001091
Kyle Sinclair,TX,20,Republican,2022,1.330883963,H2TX20096,NA
Ivan Andarza,TX,21,Republican,2018,NA,H8TX21265,NA
Eric Burkhart,TX,21,Republican,2018,NA,H8TX21208,NA
Francisco Canesco,TX,21,Republican,2018,NA,H4TX28046,NA
Derrick Crowe,TX,21,Democrat,2018,-1.186349099,H8TX21158,NA
Mauro Garza,TX,21,Republican,2018,0.389406699,H8TX21331,NA
Foster Hagen,TX,21,Republican,2018,NA,H8TX21299,NA
Jason Isaac,TX,21,Republican,2018,1.43270857,H8TX21216,NA
Joseph Kopser,TX,21,Democrat,2018,-0.761546118,H8TX21190,NA
Ryan Krause,TX,21,Republican,2018,NA,H8TX21281,NA
Matt McCall,TX,21,Republican,2018,0.825267675,H4TX21041,NA
Elliott McFadden,TX,21,Democrat,2018,NA,H8TX21166,NA
Susan Narvaiz,TX,21,Republican,2018,1.065360595,H8TX21224,NA
William Negley,TX,21,Republican,2018,NA,H8TX21257,NA
Al Poteet,TX,21,Republican,2018,1.049546794,H8TX21323,NA
Autry Pruitt,TX,21,Republican,2018,0.742060855,H8TX08106,NA
Chip Roy,TX,21,Republican,2018,1.508076182,H8TX21307,R000614
Jennifer Sarver,TX,21,Republican,2018,1.013246127,H8TX21315,NA
Robert Stovall,TX,21,Republican,2018,0.805656466,H8TX21273,NA
Samuel Temple,TX,21,Republican,2018,-0.285030438,H8TX21240,NA
Peggy Wardlaw,TX,21,Republican,2018,0.482890606,H8TX21349,NA
Anthony White,TX,21,Republican,2018,1.124990108,H8TX21356,NA
Mary Street Wilson,TX,21,Democrat,2018,-1.212999932,H8TX21182,NA
Wendy R. Davis,TX,21,Democrat,2020,NA,H0TX21148,NA
Jennie Lou Leeder,TX,21,Democrat,2020,-0.781274383,H8TX11100,NA
Chip Roy,TX,21,Republican,2020,1.627508289,H8TX21307,R000614
Cherif Gacis,TX,21,Democrat,2022,-0.382628852,H2TX21169,NA
Chip Roy,TX,21,Republican,2022,1.396734015,H8TX21307,R000614
Claudia Andreana Zapata,TX,21,Democrat,2022,-0.167072177,H2TX35128,NA
Coy Gee Branscum II,TX,21,Democrat,2022,-0.97156632,H2TX21177,NA
Dana Zavorka,TX,21,Republican,2022,0.920986554,NA,NA
David Anderson Jr.,TX,21,Democrat,2022,-0.534056365,H2TX35102,NA
Michael Alexander French,TX,21,Republican,2022,NA,H2TX21136,NA
Ricardo Villarreal,TX,21,Democrat,2022,-0.590542554,H2TX21185,NA
Robert Lowry,TX,21,Republican,2022,1.206315193,H2TX21144,NA
Scott Sturm,TX,21,Democrat,2022,-0.96902135,H2TX21128,NA
Steve Brown,TX,22,Democrat,2018,-1.022721086,H8TX22263,NA
Mark Gibson,TX,22,Democrat,2018,-0.23967468,H4TX22163,NA
James Green,TX,22,Republican,2018,0.493495532,H8TX22248,NA
Margarita Ruiz Johnson,TX,22,Democrat,2018,NA,H8TX22271,NA
Sri Preston Kulkarni,TX,22,Democrat,2018,-0.691685985,H8TX22313,NA
Danny Nguyen,TX,22,Republican,2018,0.783387262,H8TX22255,NA
Pete Olson,TX,22,Republican,2018,1.392501374,H8TX22107,O000168
Letitia Plummer,TX,22,Democrat,2018,-0.72852228,H8TX22206,NA
Eric Zmrhal,TX,22,Republican,2018,0.720875348,H8TX22230,NA
Pierce Bush,TX,22,Republican,2020,NA,H0TX22310,NA
Jonathan Camarillo,TX,22,Republican,2020,0.856722354,H0TX22336,NA
Douglas Haggard,TX,22,Republican,2020,0.4375289,H0TX22229,NA
Aaron Hermes,TX,22,Republican,2020,0.39703334,H0TX22328,NA
Greg Hill,TX,22,Republican,2020,NA,H0TX22187,NA
Matthew Hinton,TX,22,Republican,2020,0.333853362,H0TX22195,NA
Sri Preston Kulkarni,TX,22,Democrat,2020,-0.920191078,H8TX22313,NA
Daniel Mathews,TX,22,Republican,2020,NA,H0TX22286,NA
Diana Miller,TX,22,Republican,2020,NA,H0TX22237,NA
Nyanza Davis Moore,TX,22,Democrat,2020,NA,H0TX22161,NA
Troy Nehls,TX,22,Republican,2020,1.594284972,H0TX22302,N000026
Brandon T. Penko,TX,22,Republican,2020,NA,H0TX22351,NA
Carmine Petricco III,TX,22,Democrat,2020,NA,H0TX22344,NA
Shandon Phan,TX,22,Republican,2020,NA,H0TX22245,NA
Bangar Reddy,TX,22,Republican,2020,0.637607949,H0TX22260,NA
Derrick Reed,TX,22,Democrat,2020,-0.46376496,H0TX22179,NA
Howard Steele,TX,22,Republican,2020,0.815952541,H0TX22211,NA
Kathaleen Wall,TX,22,Republican,2020,0.977600862,H0TX22203,NA
Thaddeus Joseph Walz,TX,22,Republican,2020,0.906199218,H0TX22153,NA
Gregory Jonathan Thorne,TX,22,Republican,2022,0.267826301,H2TX22191,NA
Jamie Kaye Jordan,TX,22,Democrat,2022,NA,H2TX22183,NA
Troy Nehls,TX,22,Republican,2022,0.19736455,H0TX22302,N000026
Alma Arredondo-Lynch,TX,23,Republican,2018,NA,H8TX23113,NA
Judy Canales,TX,23,Democrat,2018,NA,H8TX23154,NA
Jay Hulings,TX,23,Democrat,2018,-0.559769264,H8TX23147,NA
Will Hurd,TX,23,Republican,2018,0.559604493,H0TX23086,H001073
Gina Ortiz Jones,TX,23,Democrat,2018,-0.607299054,H8TX23121,NA
Rick Trevino,TX,23,Democrat,2018,-0.789109376,H8TX23139,NA
Angela Villescaz,TX,23,Democrat,2018,NA,H8TX23162,NA
Rosalinda Ramos Abuabara,TX,23,Democrat,2020,-0.872366211,H0TX23193,NA
Alma Arredondo-Lynch,TX,23,Republican,2020,0.890917037,H0TX23169,NA
Darwin Boedeker,TX,23,Republican,2020,1.274170416,H0TX23243,NA
